case_number,date,year,country,activity,sex_,age,fatal_yn,species_,Year_2,Type_attack,country_2,Gender2,Ages_2,Months,Fatality
2017.02.17,17-Feb-2017,2017.0,AUSTRALIA,Spearfishing,M,26,N,,2017,Unprovoked,AUSTRALIA,M,26,Feb,N
2017.02.11,11-Feb-2017,2017.0,AUSTRALIA,Swimming,M,22,N,,2017,Unprovoked,AUSTRALIA,M,22,Feb,N
2017.02.06.b,06-Feb-2017,2017.0,AUSTRALIA,Grabbing shark for a selfie,F,,N,Lemon shark pup,2017,Provoked,AUSTRALIA,F,No_Info,Feb,N
2017.02.06.a,06-Feb-2017,2017.0,AUSTRALIA,Kayak fishing,M,,N,Tiger shark,2017,Boat,AUSTRALIA,M,No_Info,Feb,N
2017.02.01.b,01-Feb-2017,2017.0,AUSTRALIA,Tagging sharks,nan,,N,"White shark, female, 14'",2017,Boat,AUSTRALIA,nan,No_Info,Feb,N
2017.02.01.a,01-Feb-2017,2017.0,AUSTRALIA,Scuba Diving,M,37,N,Caribbean reef shark,2017,Unprovoked,AUSTRALIA,M,37,Feb,N
2017.01.24,24-Jan-2017,2017.0,AUSTRALIA,Swimming,M,21,N,,2017,Unprovoked,AUSTRALIA,M,21,Jan,N
2017.01.22,22-Jan-2017,2017.0,AUSTRALIA,,M,Teen,N,,2017,Unprovoked,AUSTRALIA,M,No_Info,Jan,N
2017.01.21,21-Jan-2017,2017.0,AUSTRALIA,Scuba Diving,M,55,N,"Bull shark, 4 m",2017,Unprovoked,AUSTRALIA,M,55,Jan,N
2017.01.13.b,13-Jan-2017,2017.0,AUSTRALIA,Swimming,M,57,N,,2017,Unprovoked,AUSTRALIA,M,57,Jan,N
2017.01.13.a,13-Jan-2017,2017.0,AUSTRALIA,,M,,N,,2017,Unprovoked,AUSTRALIA,M,No_Info,Jan,N
2017.01.09,09-Jan-2017,2017.0,AUSTRALIA,Surfing,M,48,N,"Bull shark, 1 m",2017,Unprovoked,AUSTRALIA,M,48,Jan,N
2017.01.08.R,Reported 08-Jan-2017,,AUSTRALIA,Spearfishing,M,35,,Bull shark,-,No_Info,AUSTRALIA,M,35,Jan,nan
2017.01.05,05-Jan-2017,2017.0,AUSTRALIA,Wading,M,47,N,,2017,Unprovoked,AUSTRALIA,M,47,Jan,N
2017.01.03,03-Jan-2017,2017.0,AUSTRALIA,Wading,M,20,,Shark involvement not confirmed,2017,No_Info,AUSTRALIA,M,20,Jan,nan
2016.12.27,27-Dec-2016,2016.0,AUSTRALIA,Surfing,M,16,N,,2016,Unprovoked,AUSTRALIA,M,16,Dec,N
2016.12.24,24-Dec-2016,2016.0,AUSTRALIA,Snorkeling,F,,N,a small shark,2016,Unprovoked,AUSTRALIA,F,No_Info,Dec,N
2016.12.19,19-Dec-2016,2016.0,AUSTRALIA,Surf skiing ,M,55,N,"White shark, 4 m",2016,Unprovoked,AUSTRALIA,M,55,Dec,N
2016.12.14,14-Dec-2016,2016.0,AUSTRALIA,Free diving,M,61,N,,2016,Unprovoked,AUSTRALIA,M,61,Dec,N
2016.12.11.b,11-Dec-2016,2016.0,AUSTRALIA,Fishing,M,40s,N,,2016,Unprovoked,AUSTRALIA,M,No_Info,Dec,N
2016.12.11.a,11-Dec-2016,2016.0,AUSTRALIA,Surfing,M,19,,Shark involvement not confirmed,2016,No_Info,AUSTRALIA,M,19,Dec,nan
2016.12.06,06-Dec-2016,2016.0,AUSTRALIA,Surf fishing,M,20,N,"Wobbegong shark, 2m",2016,Provoked,AUSTRALIA,M,20,Dec,N
2016.12.01,01-Dec-2016,2016.0,AUSTRALIA,Surfing,M,65,N,White shark,2016,Unprovoked,AUSTRALIA,M,65,Dec,N
2016.11.28,28-Nov-2016,2016.0,AUSTRALIA,Fishing,M,73,N,"Broadnose sevengill shark, 1.5 m",2016,Provoked,AUSTRALIA,M,73,Nov,N
2016.11.14,14-Nov-2016,2016.0,AUSTRALIA,Floating,F,58,N,Tiger shark,2016,Unprovoked,AUSTRALIA,F,58,Nov,N
2016.10.30,30-Oct-2016,2016.0,AUSTRALIA,Surfing,M,41,N,,2016,Unprovoked,AUSTRALIA,M,41,Oct,N
2016.10.29,29-Oct-2016,2016.0,AUSTRALIA,Surfing,M,42,N,,2016,Unprovoked,AUSTRALIA,M,42,Oct,N
2016.10.24,24-Oct-2016,2016.0,AUSTRALIA,Surfing,M,36,N,,2016,Unprovoked,AUSTRALIA,M,36,Oct,N
2016.10.21,21-Oct-2016,2016.0,AUSTRALIA,Surfing,M,36,N, 6' to 8' shark,2016,Unprovoked,AUSTRALIA,M,36,Oct,N
2016.10.15,15-Oct-2016,2016.0,AUSTRALIA,Surfing,M,,N,,2016,Unprovoked,AUSTRALIA,M,No_Info,Oct,N
2016.10.14,14-Oct-2016,2016.0,AUSTRALIA,Snorkeling,F,66,N,,2016,Unprovoked,AUSTRALIA,F,66,Oct,N
2016.10.13.R,13-Oct-2016,2016.0,AUSTRALIA,Cage Diving,M,,,White shark,2016,No_Info,AUSTRALIA,M,No_Info,Oct,nan
2016.10.12,12-Oct-2016,2016.0,AUSTRALIA,Surfing,M,25,N,,2016,Unprovoked,AUSTRALIA,M,25,Oct,N
2016.10.10,10-Oct-2016,2016.0,AUSTRALIA,Surfing,M,29,N,,2016,Unprovoked,AUSTRALIA,M,29,Oct,N
2016.10.02,02-Oct-2016,2016.0,AUSTRALIA,Surfing,M,21,N,,2016,Unprovoked,AUSTRALIA,M,21,Oct,N
2016.10.01,01-Oct-2016,2016.0,AUSTRALIA,Surfng,M,32,N,,2016,Unprovoked,AUSTRALIA,M,32,Oct,N
2016.09.26,26-Sep-2016,2016.0,AUSTRALIA,Surfing,M,17,N,"White shark, 3.5 m",2016,Unprovoked,AUSTRALIA,M,17,Sep,N
2016.09.18.c,18-Sep-2016,2016.0,AUSTRALIA,Surfing,M,16,N,,2016,Unprovoked,AUSTRALIA,M,16,Sep,N
2016.09.18.b,18-Sep-2016,2016.0,AUSTRALIA,Surfing,M,36,N,,2016,Unprovoked,AUSTRALIA,M,36,Sep,N
2016.09.18.a,18-Sep-2016,2016.0,AUSTRALIA,Surfing,M,43,N,,2016,Unprovoked,AUSTRALIA,M,43,Sep,N
2016.09.17.b,17-Sep-2016,2016.0,AUSTRALIA,Surfing,M,43,N,,2016,Unprovoked,AUSTRALIA,M,43,Sep,N
2016.09.17.a,17-Sep-2016,2016.0,AUSTRALIA,Surfing,M,,N,,2016,Unprovoked,AUSTRALIA,M,No_Info,Sep,N
2016.09.15,16-Sep-2016,2016.0,AUSTRALIA,Surfing,M,,N,2 m shark,2016,Unprovoked,AUSTRALIA,M,No_Info,Sep,N
2016.09.15.R,15-Sep-2016,2016.0,AUSTRALIA,Fishing,nan,,N,,2016,Boat,AUSTRALIA,nan,No_Info,Sep,N
2016.09.11,11-Sep-2016,2016.0,AUSTRALIA,Wading,M,60s,N,3' to 4' shark,2016,Unprovoked,AUSTRALIA,M,No_Info,Sep,N
2016.09.07,07-Sep-2016,2016.0,AUSTRALIA,Swimming,F,51,N,"Tiger shark, 10'",2016,Unprovoked,AUSTRALIA,F,51,Sep,N
2016.09.06,06-Sep-2016,2016.0,AUSTRALIA,Kite surfing,M,50,Y,,2016,Unprovoked,AUSTRALIA,M,50,Sep,Y
2016.09.05.b,05-Sep-2016,2016.0,AUSTRALIA,Boogie boarding,F,12,N,,2016,Unprovoked,AUSTRALIA,F,12,Sep,N
2016.09.05.a,05-Sep-2016,2016.0,AUSTRALIA,Surfing,M,,N,,2016,Unprovoked,AUSTRALIA,M,No_Info,Sep,N
2016.09.04,04-Sep-2016,2016.0,AUSTRALIA,Body boarding,M,9,N,,2016,Unprovoked,AUSTRALIA,M,9,Sep,N
2016.09.01,01-Sep-2016,2016.0,AUSTRALIA,Spearfishing,M,22,N,"White shark, 8' to 10'",2016,Unprovoked,AUSTRALIA,M,22,Sep,N
2016.09.00,Sep-2016,2016.0,AUSTRALIA,Cage Diving,nan,,,Invalid,2016,No_Info,AUSTRALIA,nan,No_Info,No_Info,nan
2016.08.29.b,29-Aug-2016,2016.0,AUSTRALIA,Surfing,M,25,N,"Bull shark, 6'",2016,Unprovoked,AUSTRALIA,M,25,Aug,N
2016.08.29.a,29-Aug-2016,2016.0,AUSTRALIA,Surfing,M,37,N,,2016,Unprovoked,AUSTRALIA,M,37,Aug,N
2016.08.27,27-Aug-2016,2016.0,AUSTRALIA,Surfing,M,20,N,"Bull shark, 3.5 m",2016,Unprovoked,AUSTRALIA,M,20,Aug,N
2016.08.25,25-Aug-2016,2016.0,AUSTRALIA,Wading,M,49,N,,2016,Unprovoked,AUSTRALIA,M,49,Aug,N
2016.08.07,07-Aug-2016,2016.0,AUSTRALIA,Snorkeling,M,15,N,,2016,Unprovoked,AUSTRALIA,M,15,Aug,N
2016.08.06,06-Aug-2016,2016.0,AUSTRALIA,SUP Foil boarding,M,21,N,"Tiger shark, 10' ",2016,Unprovoked,AUSTRALIA,M,21,Aug,N
2016.08.04,04-Aug-2016,2016.0,AUSTRALIA,Surfing,M,22,N,Blacktip shark,2016,Unprovoked,AUSTRALIA,M,22,Aug,N
2016.07.29,29-Jul-2016,2016.0,AUSTRALIA,Swimming,M,40,N,Blue shark,2016,Unprovoked,AUSTRALIA,M,40,Jul,N
2016.07.28.R,28-Jul-2016,2016.0,AUSTRALIA,Swimming,M,72,N,,2016,Unprovoked,AUSTRALIA,M,72,Jul,N
2016.07.28,28-Jul-2016,2016.0,AUSTRALIA,Kayaking,M,,N,White shark,2016,Boat,AUSTRALIA,M,No_Info,Jul,N
2016.07.27,27-Jul-2016,2016.0,AUSTRALIA,Lobstering,M,43,N,"Nurse shark, 4'",2016,Provoked,AUSTRALIA,M,43,Jul,N
2016.07.26,26-Jul-2016,2016.0,AUSTRALIA,Surfing,M,18,N,,2016,Unprovoked,AUSTRALIA,M,18,Jul,N
2016.07.24,24-Jul-2016,2016.0,AUSTRALIA,Surfing,M,29,N,,2016,Unprovoked,AUSTRALIA,M,29,Jul,N
2016.07.23.b,23-Jul-2016,2016.0,AUSTRALIA,Surfing,M,36,N,,2016,Unprovoked,AUSTRALIA,M,36,Jul,N
2016.07.23.a,23-Jul-2016,2016.0,AUSTRALIA,Spearfishing,M,,N,"Bull shark, 6'",2016,Unprovoked,AUSTRALIA,M,No_Info,Jul,N
2016.07.20,20-Jul-2016,2016.0,AUSTRALIA,Fishing,M,31,N,"reef shark, 1m",2016,Provoked,AUSTRALIA,M,31,Jul,N
2016.07.17,17-Jul-2016,2016.0,AUSTRALIA,Fishing in Alabama Deep Fishing Rodeo,nan,,N,"Tiger shark, 10' ",2016,Boat,AUSTRALIA,nan,No_Info,Jul,N
2016.07.16.b,16-Jul-2016,2016.0,AUSTRALIA,Surfing,F,9,N,,2016,Unprovoked,AUSTRALIA,F,9,Jul,N
2016.07.16.a,16-Jul-2016,2016.0,AUSTRALIA,,F,11,N,,2016,Unprovoked,AUSTRALIA,F,11,Jul,N
2016.07.15.b,15-Jul-2016,2016.0,AUSTRALIA,Kite surfing,M,61,N,"White shark, 10' to 12'",2016,Unprovoked,AUSTRALIA,M,61,Jul,N
2016.07.15.a,15-Jul-2016,2016.0,AUSTRALIA,Swimming,M,,N,,2016,Unprovoked,AUSTRALIA,M,No_Info,Jul,N
2016.07.14.R,Reported  14-Jul-2016,2016.0,AUSTRALIA,Scuba Diving,M,,N,"Lemon shark, 9'",2016,Unprovoked,AUSTRALIA,M,No_Info,Jul,N
2016.07.08.R,Reported 08-Jul-2016,2016.0,AUSTRALIA,Wading,F,10,N,Angel shark,2016,Unprovoked,AUSTRALIA,F,10,Jul,N
2016.07.08,08-Jul-2016,2016.0,AUSTRALIA,Fishing for squid,M,,N,White shark,2016,Boat,AUSTRALIA,M,No_Info,Jul,N
2016.07.07.b,07-Jul-2016,2016.0,AUSTRALIA,Fishing,M,59,N,dogfish shark,2016,Provoked,AUSTRALIA,M,59,Jul,N
2016.07.07.a,07-Jul-2016,2016.0,AUSTRALIA,Fishing for sharks,M,,N,White shark,2016,Boat,AUSTRALIA,M,No_Info,Jul,N
2016.07.06,06-Jul-2016,2016.0,AUSTRALIA,Swimming,F,42,N,,2016,Unprovoked,AUSTRALIA,F,42,Jul,N
2016.07.04,04-Jul-2016,2016.0,AUSTRALIA,Fishing,M,34,N,Tawny nurse shark,2016,Provoked,AUSTRALIA,M,34,Jul,N
2016.06.27,27-Jun-2016,2016.0,AUSTRALIA,,M,35,N,3' to 4' shark,2016,Unprovoked,AUSTRALIA,M,35,Jun,N
2016.06.25,25-Jun-2016,2016.0,AUSTRALIA,Surfing,M,11,N,,2016,Unprovoked,AUSTRALIA,M,11,Jun,N
2016.06.24,24-Jun-2016,2016.0,AUSTRALIA,Scuba Diving,M,59,N,"Caribbean reef shark, 4.5'",2016,Unprovoked,AUSTRALIA,M,59,Jun,N
2016.06.23,23-Jun-2016,2016.0,AUSTRALIA,Spearfishing,M,43,N,White shark,2016,Unprovoked,AUSTRALIA,M,43,Jun,N
2016.06.21.b,21-Jun-2016,2016.0,AUSTRALIA,Floating,M,42,N,3' to 5' shark,2016,Unprovoked,AUSTRALIA,M,42,Jun,N
2016.06.21.a,21-Jun-2016,2016.0,AUSTRALIA,Wading,M,,N,,2016,Unprovoked,AUSTRALIA,M,No_Info,Jun,N
2016.06.15.b,15-Jun-2016,2016.0,AUSTRALIA,Surfing,M,,N,3' to 4' shark,2016,Unprovoked,AUSTRALIA,M,No_Info,Jun,N
2016.06.15.a,15-Jun-2016,2016.0,AUSTRALIA,Spearfishing,M,19,N,5' shark,2016,Provoked,AUSTRALIA,M,19,Jun,N
2016.06.14,14-Jun-2016,2016.0,AUSTRALIA,Floating in tube,F,6,N,3' to 4' shark,2016,Unprovoked,AUSTRALIA,F,6,Jun,N
2016.06.11,11-Jun-2016,2016.0,AUSTRALIA,Standing,M,19,N,3' shark,2016,Unprovoked,AUSTRALIA,M,19,Jun,N
2016.06.07,07-Jun-2016,2016.0,AUSTRALIA,Surfing,M,27,,Said to involve an 8' shark but more likely damage caused by debris,2016,No_Info,AUSTRALIA,M,27,Jun,nan
2016.06.05.b,05-Jun-2016,2016.0,AUSTRALIA,Swimming,M,64,N,,2016,Unprovoked,AUSTRALIA,M,64,Jun,N
2016.06.05.a,05-Jun-2016,2016.0,AUSTRALIA,Diving,F,60,Y,3+ m shark,2016,Unprovoked,AUSTRALIA,F,60,Jun,Y
2016.06.04,04-Jun-2016,2016.0,AUSTRALIA,Swimming,M,23,N,Mako shark,2016,Unprovoked,AUSTRALIA,M,23,Jun,N
2016.06.02.b,02-Jun-2016,2016.0,AUSTRALIA,Spearfishing,M,,,Bronze whaler sharks x 3,2016,Unprovoked,AUSTRALIA,M,No_Info,Jun,nan
2016.06.02.a,02-Jun-2016,2016.0,AUSTRALIA,Kite surfing,M,,N,3 m shark,2016,Unprovoked,AUSTRALIA,M,No_Info,Jun,N
2016.05.31,31-May-2016,2016.0,AUSTRALIA,Surfing,M,29,Y,White shark,2016,Unprovoked,AUSTRALIA,M,29,May,Y
2016.05.29.b,29-May-2016,2016.0,AUSTRALIA,Swimming,F,52,N,,2016,Unprovoked,AUSTRALIA,F,52,May,N
2016.05.29.a,29-May-2016,2016.0,AUSTRALIA,Swimming,M,13,N,5' shark,2016,Unprovoked,AUSTRALIA,M,13,May,N
2016.05.22,22-May-2016,2016.0,AUSTRALIA,Swimming,F,57,N,,2016,Unprovoked,AUSTRALIA,F,57,May,N
2016.05.21.b,21-May-2016,2016.0,AUSTRALIA,Swimming,F,22,N,"Bull shark, 4' to 5'",2016,Unprovoked,AUSTRALIA,F,22,May,N
2016.05.21.a,21-May-2016,2016.0,AUSTRALIA,Swimming,F,11,N,,2016,Unprovoked,AUSTRALIA,F,11,May,N
2016.05.18,18-May-2016,2016.0,AUSTRALIA,Swimming,M,48,N,"Blacktip shark, 4'",2016,Unprovoked,AUSTRALIA,M,48,May,N
2016.05.15,15-May-2016,2016.0,AUSTRALIA,Teasing a shark,F,23,N,"Nurse shark, 2'",2016,Provoked,AUSTRALIA,F,23,May,N
2016.05.03,03-May-2016,2016.0,AUSTRALIA,Floating,M,59,N,,2016,Unprovoked,AUSTRALIA,M,59,May,N
2016.05.02,02-May-2016,2016.0,AUSTRALIA,Fishing,M,39,N,"Mako shark, 1.5 m [5'] ",2016,Provoked,AUSTRALIA,M,39,May,N
2016.04.25,25-Apr-2016,2016.0,AUSTRALIA,Surfing,M,24,N,"Bull shark, 6'",2016,Unprovoked,AUSTRALIA,M,24,Apr,N
2016.04.23,23-Apr-2016,2016.0,AUSTRALIA,Surfing,M,15,N,,2016,Unprovoked,AUSTRALIA,M,15,Apr,N
2016.04.22,22-Apr-2016,2016.0,AUSTRALIA,Surf-skiing,M,,N,White shark,2016,Unprovoked,AUSTRALIA,M,No_Info,Apr,N
2016.04.19,19-Apr-2016,2016.0,AUSTRALIA,Swimming,M,12,N,Wobbegong shark,2016,Unprovoked,AUSTRALIA,M,12,Apr,N
2016.04.18.b,18-Apr-2016,2016.0,AUSTRALIA,Spearfishing,M,22,M,"Grey reef shark, 2 m",2016,Provoked,AUSTRALIA,M,22,Apr,N
2016.04.18.a,18-Apr-2016,2016.0,AUSTRALIA,Spearfishing,M,26,N,"Grey reef shark, 2 m",2016,Provoked,AUSTRALIA,M,26,Apr,N
2016.04.13,13-Apr-2016,2016.0,AUSTRALIA,Spearfishing,M,26,N,"Bull shark, 7'",2016,Unprovoked,AUSTRALIA,M,26,Apr,N
2016.04.09,09-Apr-2016,2016.0,AUSTRALIA,Walking,F,69,Y,"Tiger shark, 2.5 m",2016,Unprovoked,AUSTRALIA,F,69,Apr,Y
2016.04.08,08-Apr-2016,2016.0,AUSTRALIA,,M,60,,Shark involvement not confirmed,2016,No_Info,AUSTRALIA,M,60,Apr,nan
2016.04.07.b,07-Apr-2016,2016.0,AUSTRALIA,Fishing,M,34,N,5' to 6' shark,2016,Unprovoked,AUSTRALIA,M,34,Apr,N
2016.04.07.a,07-Apr-2016,2016.0,AUSTRALIA,SUP,M,,,,2016,No_Info,AUSTRALIA,M,No_Info,Apr,nan
2016.03.31,31-Mar-2016,2016.0,AUSTRALIA,Snorkeling,F,46,N,,2016,Unprovoked,AUSTRALIA,F,46,Mar,N
2016.03.30,30-Mar-2016,2016.0,AUSTRALIA,Surfing,M,22,N,,2016,Unprovoked,AUSTRALIA,M,22,Mar,N
2016.03.28.b,28-Mar-2016,2016.0,AUSTRALIA,,M,Teen,,Shark involvement not confirmed,2016,Unprovoked,AUSTRALIA,M,No_Info,Mar,nan
2016.03.28.a,28-Mar-2016,2016.0,AUSTRALIA,Surfing,M,41,N,,2016,Unprovoked,AUSTRALIA,M,41,Mar,N
2016.03.26,26-Mar-2016,2016.0,AUSTRALIA,,M,9,N,"Nurse shark, 2.5-ft",2016,Provoked,AUSTRALIA,M,9,Mar,N
2016.03.13,13-Mar-2016,2016.0,AUSTRALIA,Surfing,nan,,,Shark involvement not confirmed,2016,No_Info,AUSTRALIA,nan,No_Info,Mar,nan
2016.03.11,11-Mar-2016,2016.0,AUSTRALIA,Body surfing,M,19,N,,2016,Unprovoked,AUSTRALIA,M,19,Mar,N
2016.03.10,10-Mar-2016,2016.0,AUSTRALIA,Diving for beche-de-mer,M,45,Y,,2016,Unprovoked,AUSTRALIA,M,45,Mar,Y
2016.03.04,04-Mar-2016,2016.0,AUSTRALIA,,M,12,N,,2016,Unprovoked,AUSTRALIA,M,12,Mar,N
2016.03.03.R,Reported 03-Mar-2016,2016.0,AUSTRALIA,Fishing,M,,N,Bronze whaler,2016,Unprovoked,AUSTRALIA,M,No_Info,Mar,N
2016.03.02,02-Mar-2016,2016.0,AUSTRALIA,Swimming,M,41,N,Sandtiger shark,2016,Unprovoked,AUSTRALIA,M,41,Mar,N
2016.02.22,22-Feb-2016,2016.0,AUSTRALIA,Kite surfing,M,21,N,,2016,Unprovoked,AUSTRALIA,M,21,Feb,N
2016.02.19, 19-Feb-2016,2016.0,AUSTRALIA,Spearfishing,M,31,N,,2016,Unprovoked,AUSTRALIA,M,31,Feb,N
2016.02.12,12-Feb-2016,2016.0,AUSTRALIA,Wading,F,,N,,2016,Unprovoked,AUSTRALIA,F,No_Info,Feb,N
2016.02.10.R,Reported 10-Feb-2016,2016.0,AUSTRALIA,Feeding stingrays?,M,65,,No shark involvement,2016,No_Info,AUSTRALIA,M,65,Feb,nan
2016.02.10,10-Feb-2016,2016.0,AUSTRALIA,Surfing,M,,,No shark involvement,2016,No_Info,AUSTRALIA,M,No_Info,Feb,nan
2016.02.05,05-Feb-2016,2016.0,AUSTRALIA,Walking,F,45,N,,2016,Unprovoked,AUSTRALIA,F,45,Feb,N
2016.02.04,04-Feb-2016,2016.0,AUSTRALIA,Windsurfing,M,40,N,,2016,Unprovoked,AUSTRALIA,M,40,Feb,N
2016.02.02,02-Feb-2016,2016.0,AUSTRALIA,Swimming,M,41,N,Sandtiger shark,2016,Unprovoked,AUSTRALIA,M,41,Feb,N
2016.01.29,29-Jan-2016,2016.0,AUSTRALIA,Kayak fishing,M,,N,,2016,Boat,AUSTRALIA,M,No_Info,Jan,N
2016.01.28,28-Jan-2016,2016.0,AUSTRALIA,Surfing,M,,N,"Reef shark, 5'",2016,Unprovoked,AUSTRALIA,M,No_Info,Jan,N
2016.01.25,25-Jan-2016,2016.0,AUSTRALIA,Surfing,F,15,N,,2016,Unprovoked,AUSTRALIA,F,15,Jan,N
2016.01.24.b,24-Jan-2016,2016.0,AUSTRALIA,Spearfishing,M,,N,Bull sharks x 2,2016,Unprovoked,AUSTRALIA,M,No_Info,Jan,N
2016.01.24.a,24-Jan-2016,2016.0,AUSTRALIA,Fishing,M,,N,Mako shark,2016,Boat,AUSTRALIA,M,No_Info,Jan,N
2016.01.23,23-Jan-2016,2016.0,AUSTRALIA,Paddle boarding,M,48,N,"Tiger shark, 14'",2016,Unprovoked,AUSTRALIA,M,48,Jan,N
2016.01.11.R,Reported 11-Jan-2016,2016.0,AUSTRALIA,Surfing,M,,N,Wobbegong shark,2016,Unprovoked,AUSTRALIA,M,No_Info,Jan,N
2016.01.05,05-Jan-2016,2016.0,AUSTRALIA,Wading,M,11,N,Blacktip shark,2016,Unprovoked,AUSTRALIA,M,11,Jan,N
2016.01.02,02-Jan-2016,2016.0,AUSTRALIA,Spearfishing,M,31,N,3 m shark,2016,Unprovoked,AUSTRALIA,M,31,Jan,N
2015.12.26,26-Dec-2015,2015.0,AUSTRALIA,Kayak Fishing,M,,N,"White shark, 3 m",2015,Boat,AUSTRALIA,M,No_Info,Dec,N
2015.12.25,25-Dec-2015,2015.0,AUSTRALIA,Swimming,F,38,N,"Silky shark, 6.5'",2015,Unprovoked,AUSTRALIA,F,38,Dec,N
2015.12.22,22-Dec-2015,2015.0,AUSTRALIA,Paddle boarding,M,71,N,9' shark,2015,Unprovoked,AUSTRALIA,M,71,Dec,N
2015.12.21.b,21-Dec-2015,2015.0,AUSTRALIA,Surfing,M,43,N,"Bronze whaler shark, 6'",2015,Unprovoked,AUSTRALIA,M,43,Dec,N
2015.12.21.a,21-Dec-2015,2015.0,AUSTRALIA,Scuba diving,M,32,N,"Tiger shark, 1.5 m ",2015,Unprovoked,AUSTRALIA,M,32,Dec,N
2015.12.19,19-Dec-2015,2015.0,AUSTRALIA,Sea disaster,M,58,Y,,2015,Unprovoked,AUSTRALIA,M,58,Dec,Y
2015.12.13,13-Dec-2015,2015.0,AUSTRALIA,Fishing,nan,,N,"White shark, 3.5 m",2015,Boat,AUSTRALIA,nan,No_Info,Dec,N
2015.12.11,11-Dec-2015,2015.0,AUSTRALIA,Lobster fishing,M,26,N,Bull shark,2015,Unprovoked,AUSTRALIA,M,26,Dec,N
2015.12.08,08-Dec-2015,2015.0,AUSTRALIA,Swimming / Wading,F,22,N,,2015,Unprovoked,AUSTRALIA,F,22,Dec,N
2015.11.20,20-Nov-2015,2015.0,AUSTRALIA,Snorkeling,M,55,N,Galapagos shark,2015,Unprovoked,AUSTRALIA,M,55,Nov,N
2015.11.16,16-Nov-2015,2015.0,AUSTRALIA,Surfing,M,,N,,2015,Unprovoked,AUSTRALIA,M,No_Info,Nov,N
2015.11.15.b,15-Nov-2015,2015.0,AUSTRALIA,Swimming,F,,N,,2015,Unprovoked,AUSTRALIA,F,No_Info,Nov,N
2015.11.15.a,15-Nov-2015,2015.0,AUSTRALIA,Surfing,M,28,N,"Spinner shark, 7'",2015,Unprovoked,AUSTRALIA,M,28,Nov,N
2015.11.10,10-Nov-2015,2015.0,AUSTRALIA,Surfing,M,20,N,"Bull shark, 2.8 to 3.1 m",2015,Unprovoked,AUSTRALIA,M,20,Nov,N
2015.12.23,07-Nov-2015,2015.0,AUSTRALIA,Surfing,F,9,,Shark involvement not confirmed,2015,No_Info,AUSTRALIA,F,9,Nov,nan
2015.11.03,03-Nov-2015,2015.0,AUSTRALIA,Swimming,M,54,N,,2015,Unprovoked,AUSTRALIA,M,54,Nov,N
2015.11.01.b,01-Nov-2015,2015.0,AUSTRALIA,Wading,F,28,N,3' to 5' shark,2015,Unprovoked,AUSTRALIA,F,28,Nov,N
2015.11.01.a,01-Nov-2015,2015.0,AUSTRALIA,Fishing,M,19,N,,2015,Unprovoked,AUSTRALIA,M,19,Nov,N
2015.10.30,30-Oct-2015,2015.0,AUSTRALIA,Spearfishing,M,50,N,,2015,Unprovoked,AUSTRALIA,M,50,Oct,N
2015.10.28.a,28-Oct-2015,2015.0,AUSTRALIA,Body boarding,M,10,N,,2015,Unprovoked,AUSTRALIA,M,10,Oct,N
2015.10.25,25-Oct-2015,2015.0,AUSTRALIA,Surfing,M,42,N,"White shark, 3 to 3.5m ",2015,Unprovoked,AUSTRALIA,M,42,Oct,N
2015.10.21,21-Oct-2015,2015.0,AUSTRALIA,Surfing,M,21,N,5' shark,2015,Unprovoked,AUSTRALIA,M,21,Oct,N
2015.10.19,19-Oct-2015,2015.0,AUSTRALIA,Surfing,M,21,N,"Spinner shark, 5'",2015,Unprovoked,AUSTRALIA,M,21,Oct,N
2015.10.17.c,17-Oct-2015,2015.0,AUSTRALIA,Fishing for shrimp,F,35,Y,,2015,Unprovoked,AUSTRALIA,F,35,Oct,Y
2015.10.17.b,17-Oct-2015,2015.0,AUSTRALIA,Surfing,M,32,,No shark involvement,2015,No_Info,AUSTRALIA,M,32,Oct,nan
2015.10.17.a,17-Oct-2015,2015.0,AUSTRALIA,Swimming,M,44,N,"Tiger shark, 7'",2015,Unprovoked,AUSTRALIA,M,44,Oct,N
2015.10.13,13-Oct-2015,2015.0,AUSTRALIA,Kayak Fishing,M,,N,Hammerhead sp.,2015,Boat,AUSTRALIA,M,No_Info,Oct,N
2015.10.09.b,09-Oct-2015,2015.0,AUSTRALIA,Boogie boarding,F,9,N,,2015,Unprovoked,AUSTRALIA,F,9,Oct,N
2015.10.09.a,09-Oct-2015,2015.0,AUSTRALIA,Surfing,M,25,N,"Tiger shark, 13' ",2015,Unprovoked,AUSTRALIA,M,25,Oct,N
2015.10.08,08-Oct-2015,2015.0,AUSTRALIA,Fishing,M,,N,,2015,Unprovoked,AUSTRALIA,M,No_Info,Oct,N
2015.10.07,07-Oct-2015,2015.0,AUSTRALIA,Surfing,M,18,N,,2015,Unprovoked,AUSTRALIA,M,18,Oct,N
2015.10.05.b,05-Oct-2015,2015.0,AUSTRALIA,Body boarding,M,22,N,,2015,Unprovoked,AUSTRALIA,M,22,Oct,N
2015.10.05.a,05-Oct-2015,2015.0,AUSTRALIA,Wading,M,13,N,4' to 5' shark,2015,Unprovoked,AUSTRALIA,M,13,Oct,N
2015.10.04,04-Oct-2015,2015.0,AUSTRALIA,Surfing,M,14,N,"Blacktip shark, 4' to 5'",2015,Unprovoked,AUSTRALIA,M,14,Oct,N
